5.7,5,1.18,0,5,92,50
14.1,1,6.14,0,3,28,0
7.7,2,0.75,0,21,92,50
11.3,1,4.07,0,12,60,91
8.5,1,3.31,1,23,47,91
9.5,1,0.57,0,20,91,91
9.0,1,2.04,0,28,28,91
35.0,2,7.6,0,0,19,76
9.0,1,1.49,0,0,70,50
6.1,5,1.11,1,22,60,60
14.5,2,4.62,1,47,76,45
32.5,2,8.3,0,42,37,91
5.3,3,1.52,1,48,68,47
4.0,1,0.94,1,39,68,92
10.5,1,2.65,0,30,91,92
8.0,2,0.0,0,24,1,1
5.0,1,1.68,0,15,91,70
8.0,1,2.33,0,46,47,68
7.3,2,1.87,0,43,47,0
8.0,1,1.38,0,18,60,68
16.5,1,5.47,0,32,45,47
10.5,1,3.67,0,5,68,70
22.5,5,13.33,1,47,92,59
12.5,2,1.27,1,15,28,91
5.5,1,0.71,1,22,19,19
16.5,3,6.37,1,16,92,49
9.0,1,2.9,1,41,60,0
10.9,1,3.76,0,38,28,19
8.9,1,2.75,1,5,68,92
17.0,1,2.1,0,21,70,92
12.5,1,6.15,0,11,47,45
16.0,1,6.52,1,37,60,49
8.0,1,2.0,1,46,28,60
5.7,1,2.28,0,36,0,47
5.5,1,1.12,1,23,28,28
12.9,2,5.19,0,14,45,47
10.1,1,3.19,0,10,68,50
4.5,5,0.98,1,7,28,91
6.5,1,0.97,0,10,91,91
8.0,1,1.05,0,10,91,50
4.9,1,1.22,1,46,60,68
15.3,5,5.96,1,10,70,60
14.9,1,4.02,0,20,92,47
35.5,1,14.05,1,24,37,0
8.5,1,2.29,0,3,19,70
4.1,1,0.68,0,22,50,50
11.7,1,4.85,1,37,79,60
5.7,2,1.11,1,41,50,91
5.3,1,1.44,1,21,70,19
4.9,1,1.56,0,5,50,79
6.5,4,1.43,0,28,50,50
11.5,1,4.58,0,40,70,83
5.3,2,0.85,0,12,50,92
8.1,1,2.81,0,28,19,50
6.1,1,2.24,0,13,0,60
4.5,2,0.0,0,7,91,91
5.7,4,1.39,0,29,92,91
17.0,2,5.14,0,42,70,47
24.5,6,5.99,1,42,0,92
6.0,1,1.65,1,39,47,0
6.5,1,0.0,0,32,47,47
4.5,3,0.97,0,0,83,83
27.0,1,7.06,0,16,47,19
16.1,1,5.16,0,24,70,76
15.7,2,3.61,1,24,28,79
5.5,1,0.78,1,9,68,68
6.0,1,1.17,1,34,60,92
12.9,1,3.51,0,2,68,50
11.3,1,4.24,0,14,92,0
5.7,2,0.96,0,0,28,28
5.3,2,0.89,0,49,19,19
7.3,1,3.9,0,46,92,79
4.5,1,0.74,0,23,60,68
16.5,1,6.63,1,9,47,19
4.9,2,0.92,0,0,47,47
15.5,1,4.52,1,33,50,47
11.0,1,3.3,0,42,91,68
11.3,1,5.75,1,11,68,19
7.3,1,3.51,1,7,28,70
30.9,5,9.45,0,49,50,37
6.1,1,1.82,0,4,92,60
4.1,1,0.69,0,49,92,28
12.0,3,2.33,0,26,91,92
2.5,1,0.07,0,36,47,47
8.9,1,2.36,1,26,68,91
5.7,1,1.0,0,14,47,0
7.0,2,1.52,1,44,47,0
49.57,1,20.31,0,31,28,27
8.5,2,0.0,1,18,1,1
7.3,5,1.81,1,37,50,92
5.3,1,2.02,0,18,92,60
9.3,1,2.56,0,24,79,70
6.7,1,1.7,0,8,19,79
9.0,1,2.44,0,3,79,19
13.0,2,3.3,1,7,60,50
5.5,1,1.02,0,46,50,70
8.1,1,3.5,0,3,47,50
18.0,1,4.84,1,22,47,50
12.0,1,2.1,1,20,50,70
4.9,2,1.23,1,42,19,70
16.1,1,4.31,0,37,27,87
4.0,1,0.64,1,44,70,19
15.3,1,4.62,0,33,60,70
25.3,1,14.98,1,17,60,59
8.9,1,3.07,0,47,47,76
6.0,1,1.23,0,6,47,0
6.5,1,1.5,1,33,60,47
16.5,1,1.98,0,31,60,92
4.9,1,0.83,0,12,68,68
7.7,1,2.92,0,33,79,49
19.0,2,6.28,0,12,79,59
10.5,2,2.49,1,10,60,47
8.9,3,2.12,0,24,92,50
5.5,1,0.91,0,26,60,60
10.9,1,4.04,0,24,70,49
5.7,1,1.81,1,32,91,70
18.1,2,5.89,1,33,60,19
8.9,5,3.95,0,28,49,70
13.5,2,5.63,0,39,79,60
5.3,1,1.13,0,14,19,19
7.7,1,1.66,1,11,47,68
16.1,1,2.87,1,1,68,91
4.9,2,1.06,0,30,79,49
57.33,1,21.37,0,8,27,50
8.5,3,1.84,0,41,70,79
7.5,1,1.94,1,10,19,49
6.9,1,0.0,0,10,28,28
8.1,1,2.01,0,35,50,92
6.1,3,2.36,0,39,60,0
14.1,1,4.18,0,12,68,50
5.7,1,1.67,0,7,68,47
12.0,1,3.54,1,19,47,91
11.5,1,3.35,1,43,70,28
26.67,1,8.18,0,10,70,37
4.5,1,1.23,0,23,92,92
7.7,1,2.81,1,21,79,28
25.0,2,7.56,0,40,19,0
14.0,1,3.35,0,45,92,47
5.0,1,1.2,0,19,47,68
8.0,1,1.78,1,12,0,47
8.7,4,3.17,0,8,28,19
20.5,1,11.04,0,19,91,59
34.0,0,15.58,0,17,28,85
6.1,1,1.84,0,9,50,79
8.5,1,1.63,1,26,91,92
10.5,1,4.47,0,3,68,70
26.5,1,7.75,1,41,27,87
10.6,1,2.81,0,11,45,0
4.5,1,1.11,0,29,91,28
20.5,1,7.66,0,12,70,0
9.3,1,3.16,0,45,68,50
5.0,2,0.42,1,25,50,50
34.0,1,9.47,0,3,37,50
4.5,3,0.54,0,15,50,79
8.0,1,2.1,1,31,68,47
5.5,2,0.94,0,20,60,60
6.1,1,0.88,0,14,92,92
5.3,1,1.79,0,7,92,50
8.1,1,2.05,0,31,68,68
4.5,1,0.97,0,14,70,19
7.0,1,2.07,0,20,92,60
7.3,1,1.22,0,21,92,60
33.07,2,10.37,0,5,37,28
5.0,2,0.78,0,13,47,47
23.5,1,5.51,0,8,19,60
11.0,1,2.53,1,0,19,50
6.0,6,1.24,0,42,70,70
8.1,1,1.71,1,4,92,50
8.9,3,3.08,1,9,47,28
11.0,1,2.15,0,14,50,28
8.5,1,1.62,0,35,50,91
8.1,1,1.86,0,20,79,19
6.9,1,1.19,1,42,60,68
5.3,1,1.09,0,14,92,92
6.1,1,1.23,1,11,28,92
11.5,1,2.64,0,35,50,60
17.0,6,4.93,1,23,0,28
10.0,1,2.64,0,30,60,50
15.5,1,3.73,0,11,76,97
18.1,1,6.73,1,33,50,0
15.5,1,1.71,0,23,92,91
21.5,6,7.65,0,0,19,0
8.5,1,1.17,1,44,50,92
2.5,1,0.0,0,13,1,1
8.5,1,1.21,0,42,70,19
14.1,1,4.81,1,14,50,47
6.0,1,0.93,0,30,91,28
8.0,1,1.63,0,23,68,47
5.3,1,1.62,0,30,91,70
5.5,1,1.1,0,3,91,91
8.1,1,1.96,0,22,70,28
8.5,1,0.77,0,12,92,92
6.1,1,1.9,0,38,70,91
10.0,5,6.34,1,46,79,47
8.5,6,1.95,0,44,60,47
6.0,1,1.84,0,10,70,19
5.0,1,0.58,0,23,50,50
13.5,1,2.5,1,15,28,60
33.83,1,8.72,0,5,91,37
13.7,3,4.33,0,43,68,70
10.5,1,3.82,1,9,47,92
9.0,2,2.73,1,38,68,91
22.5,1,7.25,0,20,79,47
14.1,1,4.42,0,28,47,50
9.3,1,2.3,0,37,91,92
5.5,1,1.05,0,15,47,68
9.3,1,1.92,0,20,28,70
4.5,1,0.79,0,33,50,50
13.0,1,2.18,0,2,50,70
8.0,1,1.65,1,31,60,92
20.5,2,7.47,0,14,0,91
8.5,2,2.75,0,3,68,0
8.1,1,2.46,1,46,68,47
5.3,5,0.5,0,29,92,92
5.3,1,1.39,0,26,47,47
8.5,1,1.82,0,29,19,79
6.5,1,2.48,0,43,91,70
21.0,6,6.95,0,41,50,0
14.5,2,4.75,0,48,19,92
6.1,1,3.01,0,49,79,49
13.0,1,2.57,0,48,50,92
4.9,1,0.96,0,7,91,50
8.9,5,2.78,0,46,50,60
6.0,1,1.29,0,30,92,50
57.33,1,20.53,0,17,27,60
8.5,1,2.35,1,24,19,79
8.9,1,3.57,1,30,91,19
10.1,2,5.59,0,42,0,50
49.8,3,21.42,0,31,50,27
6.0,1,1.34,0,24,70,19
13.3,1,4.0,0,39,92,47
10.5,2,3.12,0,10,47,92
56.8,1,20.74,0,31,50,27
11.3,2,0.1,0,41,47,47
6.5,1,0.88,0,24,91,28
13.0,1,3.66,0,18,76,45
22.0,5,7.69,0,18,91,49
14.1,2,3.99,1,24,19,92
4.5,2,1.09,1,9,19,70
25.7,1,9.89,1,5,68,49
3.3,1,0.4,0,35,60,68
5.3,1,1.53,1,25,60,47
4.5,1,0.95,1,11,28,68
8.1,1,1.55,0,45,50,91
16.1,2,6.44,0,5,0,94
8.1,2,1.5,1,26,47,47
9.5,1,1.96,0,48,19,70
2.5,2,8667.32,1,41,1,47
11.0,1,4.13,1,44,70,68
28.0,1,8.26,1,48,37,91
10.0,1,1.01,0,43,92,28
7.7,5,2.84,1,6,68,70
8.0,1,1.72,0,9,91,92
20.5,1,4.88,0,2,92,19
9.5,1,2.01,0,2,60,47
8.5,1,3.8,0,16,68,0
7.5,2,1.78,0,25,79,79
7.7,1,2.83,0,3,60,0
6.1,2,1.76,0,25,28,68
11.5,2,3.07,0,45,50,79
6.0,1,2.1,0,32,79,79
7.5,1,1.13,0,37,68,60
5.5,1,1.3,1,2,79,79
3.0,1,0.29,0,10,68,60
12.5,1,3.74,0,44,60,91
38.8,1,9.4,0,45,91,37
6.0,1,0.89,1,6,47,47
14.5,1,5.8,0,11,79,47
2.5,1,0.0,0,11,94,94
13.3,2,6.57,1,31,0,70
6.0,3,1.71,1,1,60,92
12.5,1,4.13,0,2,0,92
21.5,1,5.74,0,33,70,47
38.1,1,18.96,1,27,47,85
10.1,1,3.05,1,11,47,76
5.3,3,1.54,1,5,92,91
8.0,1,1.36,0,41,0,0
7.5,2,4.19,0,34,50,79
5.5,1,0.6,0,10,19,19
8.1,1,3.21,0,9,50,19
5.5,1,0.73,1,10,50,91
4.5,1,0.64,0,17,47,47
7.0,1,1.38,0,24,19,19
4.9,2,0.71,1,7,91,91
6.0,1,1.8,1,33,49,79
10.5,1,1.81,0,45,79,19
8.9,1,4.12,0,41,60,0
14.5,1,6.1,1,26,60,19
6.1,2,1.05,1,20,92,28
8.0,5,1.36,1,5,92,68
5.5,1,2.0,1,7,49,79
49.8,2,23.07,0,45,79,27
49.8,1,3.5,1,38,91,60
16.5,1,4.22,0,26,50,47
4.5,1,0.0,0,42,1,1
10.0,2,2.37,1,26,19,70
16.5,1,6.06,1,6,60,19
6.9,1,2.72,0,5,91,19
5.0,1,0.7,0,1,83,83
5.7,1,1.34,0,34,28,92
2.9,1,0.25,0,34,70,70
10.5,1,3.67,1,2,70,92
38.83,3,9.58,0,42,50,37
7.0,1,2.12,1,47,47,28
12.9,1,3.06,0,25,70,83
4.9,1,1.03,0,17,68,60
5.5,1,1.41,0,21,68,28
22.0,1,6.02,0,31,0,28
11.0,1,4.12,0,14,37,83
9.7,1,3.51,0,44,60,50
4.9,0,1.02,1,9,19,19
6.5,1,0.0,0,29,1,1
8.5,6,1.23,0,31,19,70
10.5,1,2.07,0,9,91,70
4.5,2,0.98,0,17,60,60
7.3,1,2.6,0,15,28,50
5.3,1,0.55,0,34,0,0
6.5,1,1.05,0,43,70,70
3.7,3,0.62,0,35,45,45
9.0,2,1.94,1,46,28,70
10.1,1,3.73,0,34,91,68
8.1,1,1.5,0,0,47,0
7.3,1,1.41,0,3,79,19
10.5,1,1.98,1,25,60,28
8.1,5,3.77,0,0,49,50
14.9,2,4.3,0,0,50,60
13.7,1,4.69,0,31,70,68
5.5,1,0.69,0,29,91,91
11.5,1,1.82,0,12,50,91
4.9,1,1.2,0,7,70,19
3.7,1,0.56,0,25,92,28
10.5,1,4.96,0,12,60,50
10.0,2,1.66,0,24,19,50
16.0,1,3.42,0,24,60,47
8.9,2,3.02,1,7,19,50
9.5,1,2.93,1,8,47,68
5.3,5,1.51,0,20,0,0
8.1,1,1.93,0,43,60,68
18.1,1,7.07,0,12,0,91
6.0,1,1.27,0,21,70,50
5.0,1,0.98,0,34,79,79
14.5,1,3.74,0,22,50,60
14.1,1,1.41,1,42,92,92
16.0,1,0.0,1,14,27,27
6.5,6,1.19,0,11,47,47
6.5,2,1.04,0,48,91,92
5.0,2,0.74,0,23,68,60
57.33,1,22.31,0,35,27,50
5.3,1,1.66,0,22,91,28
4.1,1,0.69,1,19,92,92
11.3,5,4.05,0,0,79,50
10.0,1,3.78,0,17,92,19
4.0,1,0.48,0,15,19,19
6.9,1,2.22,1,8,91,50
8.9,2,2.36,0,9,92,91
4.5,5,0.3,0,2,70,91
12.9,1,4.73,1,41,70,49
6.9,1,1.7,0,38,92,68
16.1,5,8.68,0,49,47,19
6.0,1,1.98,0,28,47,68
6.0,1,1.65,0,2,60,47
3.3,1,0.49,0,9,47,47
9.7,1,3.72,0,22,47,92
15.5,1,4.4,0,0,70,60
15.5,1,3.21,0,5,79,70
66.3,2,39.48,1,21,90,66
14.1,1,5.1,0,4,0,28
12.1,1,2.66,0,28,50,60
11.7,1,3.14,0,31,70,79
10.5,3,2.59,0,39,60,28
20.5,1,6.15,0,49,0,50
21.0,1,5.25,0,28,68,45
9.5,6,2.23,0,31,91,19
8.9,2,3.26,0,17,91,60
10.5,1,4.05,0,3,49,19
24.5,1,4.56,0,5,50,47
27.0,1,10.41,1,39,68,49
9.0,2,2.31,0,32,79,70
9.5,1,2.39,0,17,19,70
19.7,2,7.98,1,19,68,83
30.9,2,10.26,0,24,68,37
6.5,1,2.04,1,29,92,28
14.9,2,4.14,0,44,91,83
5.5,1,19.71,0,22,27,60
20.5,1,5.55,0,41,92,83
5.0,1,1.08,0,29,50,28
5.0,1,1.24,1,12,50,79
16.0,5,2.87,1,43,19,83
10.9,4,4.69,1,10,91,47
20.5,6,7.69,1,17,47,83
7.3,1,1.23,0,4,70,91
15.5,1,5.06,0,1,47,94
5.0,1,1.14,0,15,92,50
10.5,1,4.89,0,1,50,49
9.5,3,3.3,0,44,60,0
12.1,2,3.03,0,15,70,92
7.0,1,2.72,1,25,91,68
4.9,1,0.68,0,23,28,91
11.0,1,2.2,0,15,91,70
7.0,1,1.3,0,23,92,50
3.7,1,0.55,0,5,70,70
15.3,1,2.19,0,2,50,91
38.33,1,9.78,0,33,79,37
17.0,1,6.27,0,24,92,49
10.1,1,3.1,0,23,47,28
38.5,1,14.18,0,49,37,0
8.5,1,2.55,0,23,28,47
8.5,1,1.92,1,22,68,47
7.7,1,1.35,0,33,92,28
4.5,2,0.65,1,19,68,47
7.7,1,1.93,0,29,70,28
8.0,2,3.12,1,47,47,76
4.5,1,1.07,0,7,92,60
9.7,2,3.48,1,41,60,91
10.9,1,2.43,1,18,60,47
4.0,1,1.06,1,1,60,60
4.9,3,0.52,0,10,92,92
13.3,1,4.28,0,24,92,47
11.7,1,0.0,1,19,1,1
4.5,1,1.02,1,15,49,49
20.0,2,7.37,1,27,60,19
4.5,5,1.23,0,22,60,60
16.5,1,4.42,0,5,68,50
34.1,1,9.37,0,7,37,50
57.33,2,0.0,0,22,27,27
13.0,1,5.11,0,41,50,49
9.7,1,3.64,0,28,28,19
5.5,1,1.33,0,25,91,70
4.9,1,1.3,0,14,91,70
8.5,1,2.48,0,14,49,49
4.5,1,0.99,0,17,68,68
13.7,1,4.85,0,37,28,0
6.9,1,1.59,0,49,92,91
11.0,1,3.35,0,25,91,79
6.9,2,1.12,0,34,91,28
6.1,1,2.03,0,22,28,50
7.7,5,2.68,1,1,79,50
8.1,1,1.32,0,20,68,68
35.07,1,13.12,0,32,68,78
9.3,1,1.17,0,28,50,92
21.5,1,4.34,0,32,60,76
10.0,1,2.43,0,9,50,19
8.5,1,1.88,0,42,47,60
4.5,5,0.88,1,15,91,28
6.9,3,1.89,1,41,28,60
4.9,1,1.37,0,42,19,19
13.3,4,4.69,1,4,47,91
8.0,1,1.86,1,15,79,19
5.5,1,1.43,0,49,68,28
6.5,1,0.93,0,5,91,50
12.9,1,4.37,0,22,50,68
10.5,1,2.56,0,12,49,19
12.1,1,4.17,0,41,68,92
16.1,1,5.12,0,42,19,28
3.0,1,0.32,0,14,60,60
13.5,1,4.06,0,9,70,60
4.9,1,0.24,0,0,92,92
27.0,1,8.77,0,36,0,83
6.0,1,1.87,0,10,28,68
24.9,2,10.35,1,31,92,59
22.5,4,8.57,1,31,19,0
13.0,1,1.57,0,24,50,92
14.5,1,4.58,0,43,49,19
15.7,1,7.0,0,11,60,45
10.5,2,4.84,1,19,47,45
3.0,5,0.0,1,39,1,1
4.1,1,1.22,0,21,79,50
9.3,1,2.4,0,44,68,47
24.5,3,5.76,1,19,92,76
10.1,2,5.03,0,32,91,47
3.7,1,0.53,0,5,60,68
6.1,1,0.0,0,47,50,50
49.8,2,19.17,1,42,27,28
7.7,1,3.47,0,3,68,0
31.83,1,9.83,0,28,37,28
4.5,1,0.5,0,26,70,19
6.9,1,2.31,0,20,79,49
13.5,6,2.1,0,30,50,91
9.5,1,2.64,0,33,19,91
4.5,1,0.55,0,27,79,79
6.5,1,1.64,0,40,50,92
7.7,1,2.01,1,0,91,92
7.7,2,2.2,1,11,92,92
10.5,1,2.25,0,8,28,60
6.0,1,1.32,1,40,76,76
8.0,1,1.45,0,21,70,19
13.3,1,5.76,0,16,19,68
25.45,1,9.32,1,10,92,37
4.5,1,0.71,0,9,70,70
4.1,1,0.85,0,15,19,19
5.3,1,1.1,0,49,49,49
18.0,1,7.17,0,23,60,49
4.5,1,0.78,0,10,70,70
8.1,2,1.41,0,31,70,70
9.5,1,2.7,0,14,60,0
23.0,1,8.45,0,12,70,45
6.6,1,1.82,1,41,92,28
15.3,1,6.24,0,2,28,0
6.1,5,1.74,0,11,68,60
30.83,1,7.76,0,5,19,37
6.5,2,2.68,0,1,50,79
5.5,6,1.55,1,45,28,47
3.7,1,1.08,1,31,70,19
3.3,1,0.44,0,21,70,70
31.5,1,12.23,1,47,47,37
9.7,1,4.7,0,40,60,70
12.1,1,4.59,1,18,47,91
4.5,1,0.82,0,7,47,68
8.1,1,1.54,0,42,19,70
8.5,1,1.78,0,21,92,91
7.0,1,1.28,0,38,19,79
4.9,1,1.2,0,16,60,68
6.1,3,1.44,0,38,92,50
12.1,3,3.85,0,9,68,45
8.5,1,0.0,1,11,1,1
13.7,1,5.55,0,22,47,70
3.3,1,0.86,0,10,79,79
11.5,1,1.64,0,0,50,92
4.5,1,0.68,1,37,50,50
11.7,1,4.32,0,9,92,19
8.5,1,0.0,0,41,1,1
6.5,1,1.58,0,7,70,50
5.0,1,0.46,1,33,0,47
12.0,1,4.18,1,9,47,50
12.0,1,0.0,0,22,1,1
9.0,1,1.07,1,25,91,70
13.3,1,5.82,0,19,47,97
5.3,1,1.9,1,41,60,47
10.5,1,3.82,0,23,68,70
13.7,1,3.47,0,34,47,45
8.1,1,1.3,0,43,91,70
6.1,1,0.86,1,26,28,92
4.9,1,1.85,0,38,70,19
6.0,1,1.09,0,26,19,19
6.5,1,1.08,0,4,50,28
6.0,1,1.3,0,34,92,50
3.7,1,0.61,0,2,68,68
7.0,1,1.84,0,18,60,47
10.9,1,5.18,1,45,47,91
13.3,1,5.18,1,26,19,68
4.1,1,1.01,0,23,92,50
15.0,1,2.37,0,31,91,92
22.5,2,5.23,1,4,92,83
20.0,1,2.9,1,6,70,92
15.0,1,2.35,0,21,68,28
5.5,1,1.49,1,5,68,47
4.9,2,1.57,0,5,68,28
2.5,1,0.04,0,17,76,76
10.5,1,4.28,1,7,19,28
11.0,1,2.69,0,26,19,70
10.0,1,2.77,0,35,19,91
49.8,1,20.32,0,32,27,28
8.5,1,1.49,1,45,92,28
5.0,1,0.88,1,21,60,92
6.5,1,1.52,0,17,92,91
6.1,1,0.88,0,5,60,60
3.5,2,0.49,0,39,0,0
6.7,1,0.67,0,30,60,68
5.3,1,1.04,0,22,19,70
7.7,1,1.89,0,0,28,68
12.9,1,3.15,1,10,91,60
9.5,1,3.19,1,14,28,47
6.0,3,1.5,0,15,92,50
12.1,2,3.7,0,7,28,70
10.5,1,3.81,1,19,83,91
8.5,2,2.59,0,37,28,50
12.5,1,0.88,0,28,91,50
13.3,5,2.83,0,22,0,68
6.9,1,1.58,0,27,92,28
9.5,1,1.95,0,24,49,49
22.1,1,8.68,0,12,45,91
2.5,5,0.0,0,42,1,1
6.5,1,1.51,0,14,68,60
10.0,1,3.4,1,12,83,91
24.5,4,4.56,0,8,60,0
14.1,1,0.0,0,35,1,1
5.7,1,1.61,0,21,47,47
6.5,5,1.06,0,30,28,28
7.3,1,2.05,1,8,92,28
10.0,1,1.59,0,44,60,68
10.1,1,2.56,1,47,60,47
6.0,1,1.56,0,13,79,50
16.5,1,2.38,0,33,28,70
17.3,2,6.67,1,33,92,0
10.5,1,2.83,0,49,50,68
23.5,1,4.69,0,46,92,76
10.1,2,3.29,0,32,92,19
9.0,3,1.55,0,38,70,50
6.9,1,1.93,0,21,68,91
21.5,6,7.32,0,1,50,45
9.7,1,1.83,0,26,92,28
13.0,1,2.19,0,9,28,70
10.5,1,0.85,0,38,91,91
7.3,2,2.17,0,4,70,19
8.5,1,2.04,0,16,68,92
13.7,1,3.33,0,2,92,47
16.9,1,8.13,1,16,37,50
29.3,2,9.99,0,45,59,37
6.5,1,1.54,0,26,70,79
7.0,1,1.14,1,38,92,92
6.3,1,1.76,0,15,0,47
6.5,1,1.97,0,29,92,91
13.3,1,5.73,1,14,91,49
4.5,1,0.9,0,48,92,92
3.7,1,0.63,0,7,91,91
13.5,1,5.26,1,48,50,47
14.0,2,1.83,0,0,70,79
15.3,1,7.12,1,4,92,49
9.3,1,4.44,1,35,60,0
20.0,1,5.25,0,24,47,70
15.7,2,5.52,1,47,50,47
5.0,1,7.0,1,5,83,28
12.5,1,1.88,0,33,91,92
9.0,1,2.43,0,41,50,28
36.1,2,18.66,1,4,92,27
12.1,5,4.8,0,32,0,28
11.7,2,2.93,0,48,92,47
4.0,1,0.51,0,3,68,68
6.5,1,1.26,1,48,60,92
5.3,1,1.27,0,28,92,68
8.1,1,2.71,0,25,45,0
8.0,1,2.09,0,32,49,49
18.1,1,9.4,1,20,79,0
11.5,1,4.54,1,46,70,83
8.9,1,2.57,1,6,50,70
13.5,1,5.37,0,4,92,79
6.0,1,1.21,1,26,47,60
4.9,5,1.37,0,23,28,91
5.7,1,1.87,0,46,91,70
6.1,1,1.6,0,29,70,19
4.1,1,0.58,1,42,70,91
19.3,2,5.6,0,39,37,83
9.7,1,3.16,0,42,60,91
36.1,2,15.5,1,19,60,85
9.0,4,1.91,0,28,45,45
4.0,1,0.76,0,20,60,60
14.5,2,6.99,0,39,47,79
9.5,3,2.51,0,46,79,50
5.7,1,1.25,0,44,79,50
14.9,1,5.95,0,46,49,85
8.9,3,2.53,0,48,19,91
12.0,1,0.55,0,17,92,92
13.5,1,3.73,1,4,91,79
15.5,1,4.27,0,31,47,45
9.5,1,3.03,1,42,47,92
5.0,1,1.11,0,46,79,79
9.5,1,2.14,1,9,92,68
16.1,1,5.74,1,25,28,0
7.5,1,0.26,1,33,92,92
49.57,1,22.12,0,16,27,50
22.1,1,3.52,1,11,47,76
5.3,1,1.17,0,45,60,47
14.5,1,4.08,1,26,60,0
4.9,2,1.02,1,5,92,92
7.3,1,2.04,0,21,70,19
6.0,1,1.22,0,7,91,28
8.1,1,2.05,0,4,70,79
11.0,1,3.26,0,48,19,28
11.0,1,3.54,0,37,49,59
6.1,1,2.34,0,16,28,91
24.1,1,13.14,0,14,27,97
3.5,1,0.58,0,33,70,19
18.0,1,6.63,0,26,47,19
6.1,1,1.65,0,21,83,83
6.5,1,2.43,0,14,83,83
17.0,1,6.08,0,46,60,19
8.5,1,3.42,0,36,92,47
23.5,1,8.65,0,4,60,49
5.0,1,1.26,1,29,50,91
13.5,4,3.64,1,12,49,19
16.0,1,3.79,1,18,50,49
10.1,1,2.27,0,49,49,19
6.9,1,1.33,0,48,28,68
7.0,1,2.08,0,25,68,47
15.5,1,2.8,1,30,28,47
5.0,1,0.73,0,20,79,79
14.7,1,5.25,0,28,19,50
14.1,3,4.15,0,8,47,91
5.5,1,1.14,0,48,28,68
12.5,1,3.34,0,39,45,47
54.0,1,3.48,0,13,0,45
5.7,1,1.23,0,0,50,79
10.1,1,0.0,0,4,50,50
6.5,1,0.83,0,21,68,92
20.5,4,5.52,0,32,27,27
6.2,1,1.32,1,32,50,70
6.9,1,2.49,1,43,70,50
4.5,1,1.51,1,8,79,49
6.9,2,1.35,0,3,70,19
5.7,1,1.54,0,12,70,91
5.5,1,1.0,0,42,70,19
9.7,2,2.69,1,28,28,50
3.7,1,0.5,0,30,92,60
8.5,1,3.0,0,39,0,68
18.5,1,5.17,1,46,49,91
6.1,1,2.01,0,25,60,68
4.1,5,1.49,0,37,47,60
9.5,1,0.01,1,41,59,59
7.0,1,1.79,0,28,60,68
6.0,1,1.99,0,41,50,79
30.83,1,10.09,0,42,37,68
4.5,1,0.78,0,30,47,47
10.5,2,4.45,0,47,91,60
9.7,1,2.64,0,30,68,50
9.5,2,2.18,0,42,91,68
8.5,1,3.67,0,3,60,0
13.3,0,6.0,0,41,60,19
19.0,1,5.11,0,33,68,79
31.87,2,9.82,1,45,37,92
6.5,1,0.8,0,17,28,28
